,bill_id,status,state,state_id,bill_number,bill_type,bill_type_id,body,body_id,current_body,current_body_id,title,description
6926,1738964,1,MA,21,H1159,B,1,H,51,H,51,Relative to parental choice for medically fragile students,Relative to health insurance coverage for certain medically fragile students. Financial Services.
6927,1869100,1,MA,21,S2709,B,1,S,52,S,52,Relative to educator diversity,"For legislationfor legislationfor legislationfor legislationfor legislationfor legislationfor legislationfor legislationfor legislationfor legislationfor legislation relative to celebrate and teach Native American culture and history, report the accompanying bill (Senate, No. 2709)."
6928,1737078,1,MA,21,S858,B,1,S,52,S,52,To promote Yes in My Back Yard,For legislation to promote Yes in My Back Yard. Housing.
6929,1734015,1,MA,21,S313,B,1,S,52,S,52,Relative to supporting survivors of child sexual abuse,For legislation relative to supporting survivors of child sexual abuse. Education.
6930,1740284,1,MA,21,H2329,B,1,H,51,H,51,Providing for a study relative to the necessity of certain snow safety procedures,Relative to rooftop snowfall and fire hydrant accessibility. Public Safety and Homeland Security.
6931,1865007,2,MA,21,H4494,B,1,H,51,H,51,Directing the Worcester County Retirement Board to credit Curtis Meskus,"By Representative Frost of Auburn, a petition (subject to Joint Rule 12) of Paul K. Frost and Ryan C. Fattman that the Worcester County Retirement Board be authorized to credit Curtis Meskus, a member of the Worcester regional retirement system, with creditable service for certain active duty service. Public Service."
6932,1736590,1,MA,21,S1585,B,1,S,52,S,52,Relative to arson investigators,For legislation relative to arson investigators. Public Safety and Homeland Security.
6933,1741045,1,MA,21,H1781,B,1,H,51,H,51,Relative to drug induced homicide,Relative to drug induced homicide. The Judiciary.
6934,1737190,1,MA,21,S124,B,1,S,52,S,52,Enhancing child welfare protections,"For legislation to enhance child welfare protections. Children, Families and Persons with Disabilities."
6935,1841200,1,MA,21,H4312,B,1,H,51,H,51,"To study the development of an underground railroad, civil rights and black heritage museum and cultural center in Springfield","To study the development of an underground railroad, civil rights and black heritage museum and cultural center in Springfield"
6936,1741480,1,MA,21,H2919,B,1,H,51,H,51,Relative to property tax deferrals for seniors,Relative to property tax deferrals for seniors. Revenue.
6937,1739206,1,MA,21,H729,B,1,H,51,H,51,To preserve local decision making during an emergency,For legislation to authorize cities and towns to postpone town meetings due to certain short-term emergencies. Election Laws.
6938,1736816,1,MA,21,S335,B,1,S,52,S,52,To increase special education circuit breaker reimbursement from 75% to 90%,For legislation to increase special education circuit breaker reimbursement from 75% to 90%. Education.
6939,1736488,1,MA,21,S936,B,1,S,52,S,52,Relative to expungement of juvenile and young adult records,For legislation to expunge juvenile and young adult records. The Judiciary.
6940,1734007,1,MA,21,S373,B,1,S,52,S,52,Further regulating the Assisted Living Advisory Council,For legislation to further regulate the Assisted Living Advisory Council. Elder Affairs.
6941,1738512,1,MA,21,H1061,B,1,H,51,H,51,Relative to emergency insulin access,Relative to emergency insulin access. Financial Services.
6942,1735678,1,MA,21,S1808,B,1,S,52,S,52,Relative to graduate student loan deductions,For legislation relative to graduate student loan deductions. Revenue.
6943,1741047,1,MA,21,H2151,B,1,H,51,H,51,Promoting community immunity,Relative to immunizations against infectious disease which give rise to a declared public health state of emergency. Public Health.
6944,1753855,1,MA,21,H3738,B,1,H,51,H,51,Establishing a sick leave bank for David Benway,"For legislation to establish a sick leave bank for David Benway, an employee of the Massachusetts Maritime Academy. Public Service."
6945,1740839,1,MA,21,H2662,B,1,H,51,H,51,Relative to veterans' buyback,Relative to retirement buyback for veterans. Public Service.
6946,1738556,1,MA,21,H1140,B,1,H,51,H,51,Assuring prompt access to health care,Relative to reimbursements of costs for medically appropriate evaluations and management services in outpatient settings. Financial Services.
6947,1737302,1,MA,21,S2110,B,1,S,52,S,52,Relative to fusion energy,"For legislation relative to fusion energy. Telecommunications, Utilities and Energy."
6948,1735740,1,MA,21,S796,B,1,S,52,S,52,Relative to reciprocity clarification,For legislation relative to reciprocity clarification. Health Care Financing.
6949,1740621,1,MA,21,H2386,B,1,H,51,H,51,Relative to fire protection systems for buildings and structures,Relative to fire protection systems for buildings and structures. Public Safety and Homeland Security.
6950,1739791,1,MA,21,H2381,B,1,H,51,H,51,Requiring health care facilities to develop and implement programs to prevent workplace violence,For legislation to require health care facilities to develop and implement programs to prevent workplace violence. Public Safety and Homeland Security.
6951,1739801,1,MA,21,H1984,B,1,H,51,H,51,To expand equitable perinatal mental health services,"For legislation to expand equitable perinatal mental health services. Mental Health, Substance Use and Recovery."
6952,1736670,1,MA,21,S1522,B,1,S,52,S,52,"To ensure the safety of students, faculty and staff on the campuses of state colleges, community colleges and state universities","For legislation to ensure the safety of students, faculty and staff on the campuses of state colleges, community colleges and state universities. Public Safety and Homeland Security."
6953,1737288,1,MA,21,S1031,B,1,S,52,S,52,"Resolve for a commission to review, replace, and eliminate the Grand Jury System","By Mr. Lewis (by request), a petition of Vincent Lawrence Dixon that provisions be made for an investigation and study by a special commission to review, replace, and eliminate the Grand Jury System. The Judiciary."
6954,1740763,1,MA,21,H2178,B,1,H,51,H,51,To strengthen our public health infrastructure to address Alzheimer’s and all dementia,For legislation to strengthen the public health infrastructure to address Alzheimer’s Disease and dementia. Public Health.
6955,1741094,1,MA,21,H1304,B,1,H,51,H,51,Enabling local options for tenant protections,For legislation to remove the prohibition on rent control and to provide tenant and foreclosure protections. Housing.
6956,1737678,1,MA,21,H1069,B,1,H,51,H,51,To increase access to nurse-midwifery services,Relative to insurance coverage and access to nurse-midwifery services. Financial Services.
6957,1738604,1,MA,21,H1033,B,1,H,51,H,51,To strengthen the state credit union charter,Relative to credit unions. Financial Services.
6958,1737578,1,MA,21,H1238,B,1,H,51,H,51,To improve patient care through integrated electronic health records,For legislation to establish integrated electronic health records. Health Care Financing.
6959,1742534,1,MA,21,H3121,B,1,H,51,H,51,Relative to the open meeting law,For legislation to make the General Court subject to the open meeting law. State Administration and Regulatory Oversight.
6960,1740834,1,MA,21,H3070,B,1,H,51,H,51,"Authorizing the Division of Capital Asset Management and Maintenance to convey certain land in the town of Lancaster to Robert F. Kennedy Community Alliance, Inc","By Representative Kilcoyne of Clinton and Senator Cronin, a joint petition of Meghan Kilcoyne and John J. Cronin that the commissioner of the Division of Capital Asset Management and Maintenance be authorized to convey certain land in the town of Lancaster to Robert F. Kennedy Community Alliance, Inc.. State Administration and Regulatory Oversight."
6961,1737216,1,MA,21,S1044,B,1,S,52,S,52,Prohibiting injurious operations or offering services or products that discriminate against or injure protected classes,For legislation to prohibit injurious operations or offering services or products that discriminate against or injure protected classes. The Judiciary.
6962,1737663,1,MA,21,H271,B,1,H,51,H,51,Relative to the licensure of behavior analysts,Relative to the licensure of behavior analysts. Consumer Protection and Professional Licensure.
6963,1823642,1,MA,21,H4270,B,1,H,51,H,51,Relative to adding efficiency to paid family and medical leave,Relative to administrative costs of the Department of Family and Medical Leave. Labor and Workforce Development.
6964,1782800,1,MA,21,H4162,B,1,H,51,H,51,Relative to property tax relief for 100% disabled veterans,Relative to property tax relief for 100% disabled veterans
6965,1740369,1,MA,21,H2943,B,1,H,51,H,51,Relative to tax relief for low-income veterans,Relative to excise taxes on motor vehicles for low-income veterans. Revenue.
6966,1735333,1,MA,21,S2097,B,1,S,52,S,52,Promoting resilience against the heat-related impacts of climate change,"For legislation to promote resilience against the heat-related impacts of climate change. Telecommunications, Utilities and Energy."
6967,1882456,1,MA,21,S2820,B,1,S,52,S,52,"Banning the retail sale of dogs, cats, and rabbits in new pet shops","For legislationfor legislationfor legislation to further regulate the retail sale of certain domestic animals in new pet shops, report the accompanying bill (Senate, No. 2820)."
6968,1736526,1,MA,21,S683,B,1,S,52,S,52,To save lives by preventing unscrupulous medical referral restrictions by profit-driven health care networks,For legislation to save lives by preventing unscrupulous medical referral restrictions by profit-driven health care networks. Financial Services.
6969,1750781,1,MA,21,H3665,B,1,H,51,H,51,Authorizing the town of Wellfleet to establish a real estate transfer fee,That the town of Wellfleet be authorized to establish a real estate transfer fee in said town. Revenue. [Local Approval Received.]
6970,1738094,1,MA,21,H146,B,1,H,51,H,51,Ensuring access to behavioral health services for children involved with state agencies,"Relative to ensuring access to behavioral health services for children involved with state agencies. Children, Families and Persons with Disabilities."
6971,1741899,1,MA,21,H2522,B,1,H,51,H,51,Relative to Parkinson's disease disability and death in firefighters,Relative to Parkinson's disease disability and death of certain firefighters and other public safety officers in the contributory retirement plan for public employees. Public Service.
6972,1734036,1,MA,21,S497,B,1,S,52,S,52,Relative to heartworm in dogs,For legislation relative to heartworm in dogs. Environment and Natural Resources.
6973,1879738,1,MA,21,H4661,B,1,H,51,H,51,"Honoring, empowering, and recognizing our servicemembers and veterans","Honoring, empowering, and recognizing our servicemembers and veterans"
6974,1739701,1,MA,21,H2281,B,1,H,51,H,51,Relative to student heart health,Relative to the development and posting of guidelines and other relevant materials to inform and educate students about the symptoms and warning signs of heart disease. Public Health.
6975,1735952,1,MA,21,S46,B,1,S,52,S,52,Relative to the Farm Technology Review Commission,For legislation relative to the Farm Technology Review Commission. Agriculture.
6976,1740623,1,MA,21,H1643,B,1,H,51,H,51,To ease burdens on litigants,Relative to lowering the age for persons serving certain summonses and complaints. The Judiciary.
6977,1736278,1,MA,21,S1857,B,1,S,52,S,52,Relative to the Massachusetts estate tax code,For legislation relative to the Massachusetts estate tax code. Revenue.
6978,1738579,1,MA,21,H2926,B,1,H,51,H,51,Relative to the sales tax on the purchase of a vehicle that is 25 years or older,Relative to the sales tax on the purchase of motor vehicles that are 25 years old or older. Revenue.
6979,1733722,1,MA,21,S2201,B,1,S,52,S,52,Relative to 2-person train crew size,For legislation relative to 2-person train crew size policy. Transportation.
6980,1862870,1,MA,21,S2682,B,1,S,52,S,52,To improve outdoor and indoor air quality for communities burdened by pollution.,"For legislationfor legislation to improve outdoor and indoor air quality for communities burdened by pollution, report the accompanying bill (Senate, No. 2682)."
6981,1733884,1,MA,21,S1962,B,1,S,52,S,52,Increasing veterans' property tax exemptions,For legislation to increase veterans' property tax exemptions. Revenue.
6982,1736837,1,MA,21,S165,B,1,S,52,S,52,Further regulating the continuing education requirements for real estate brokers and salespersons,For legislation to further regulate the continuing education requirements for real estate brokers and salespersons. Consumer Protection and Professional Licensure.
6983,1742079,1,MA,21,H2014,B,1,H,51,H,51,Relative to recovery housing in environmental justice communities,"Relative to recovery housing sober homes in environmental justice communities. Mental Health, Substance Use and Recovery."
6984,1750972,1,MA,21,H3647,B,1,H,51,H,51,Relative to retirement benefits for June Tooley,"Relative to authorizing June Tooley, an employee of Berkshire Community College, to become a member of the State Employees Retirement System. Public Service."
6985,1735867,1,MA,21,S339,B,1,S,52,S,52,Further regulating receivership of school districts designated as chronically underperforming,For legislation to further regulate receivership of school districts designated as chronically underperforming. Education.
6986,1739446,1,MA,21,H3394,B,1,H,51,H,51,To protect motorists from excessive EZ-Pass fees and fines,Relative to fees and fines assessed on EZ-Pass account holders. Transportation.
6987,1736498,1,MA,21,S2281,B,1,S,52,S,52,To ensure benefits through enhanced Selective Service registration,For legislation to ensure benefits through enhanced Selective Service registration. Transportation.
6988,1753984,4,MA,21,H3728,B,1,H,51,S,52,Approving the Townsend special act charter,Relative to the charter of the town of Townsend. Municipalities and Regional Government. [Local Approval Received.]
6989,1741621,1,MA,21,H2629,B,1,H,51,H,51,Relative to the State Retiree Benefits Trust Fund Board of Directors,Relative to the State Retiree Benefits Trust Fund Board of Directors. Public Service.
6990,1702378,4,MA,21,H25,B,1,H,51,H,51,Establishing a sick leave bank for Holli Hill,"For legislation to establish a sick leave bank for Holli Hill, an employee of the Department of Children and Families. House Rules."
6991,1742611,1,MA,21,H2389,B,1,H,51,H,51,Relative to swimming pool alarms,Relative to swimming pool alarms. Public Safety and Homeland Security.
6992,1738122,1,MA,21,H848,B,1,H,51,H,51,Establishing a commercial fisheries offshore wind mitigation fund,Relative to establishing a commercial fisheries offshore wind mitigation fund to be administered by the Division of Marine Fisheries. Environment and Natural Resources.
6993,1742604,1,MA,21,H3484,B,1,H,51,H,51,Resolutions memorializing the Congress of the United States to declare the city of Quincy as the most patriotic city in America,"By Representative Ayers of Quincy, a petition of Bruce J. Ayers for the adoption of resolutions memorializing the Congress of the United States to declare the city of Quincy as the most patriotic city in America. Veterans and Federal Affairs."
6994,1740365,1,MA,21,H3498,B,1,H,51,H,51,"Relative to recognition of the ""Honor and Remember"" flag in the Commonwealth","For legislation relative to recognition of the ""Honor and Remember"" flag in the Commonwealth. Veterans and Federal Affairs."
6995,1886616,1,MA,21,H5018,B,1,H,51,H,51,Study Order,Relativerelative to legal use of psilocybin
6996,1741302,1,MA,21,H3389,B,1,H,51,H,51,Relative to business transactions,Relative to catalytic converter business transactions. Transportation.
6997,1741995,1,MA,21,H1566,B,1,H,51,H,51,Relative to judicial security act,Relative to the public posting or displaying of the personal information of certain protected judicial officials and their family members. The Judiciary.
6998,1783887,1,MA,21,H4180,B,1,H,51,H,51,Relative to educator pay,Relative to establishing minimum salaries for teachers and education support professionals. Education.
6999,1876101,1,MA,21,H4607,B,1,H,51,H,51,"REPORT of the SPECIAL JOINT COMMITTEE on INITIATIVE PETITIONS on the INITIATIVE PETITION of SARKO GERGERIAN AND OTHERS FOR THE PASSAGE OF AN ACT RELATIVE TO THE REGULATION AND TAXATION OF NATURAL PSYCHEDELIC SUBSTANCES (see House, No. 4255)","REPORT of the SPECIAL JOINT COMMITTEE on INITIATIVE PETITIONS on the INITIATIVE PETITION of SARKO GERGERIAN AND OTHERS FOR THE PASSAGE OF AN ACT RELATIVE TO THE REGULATION AND TAXATION OF NATURAL PSYCHEDELIC SUBSTANCES (see House, No. 4255)"
7000,1742012,1,MA,21,H1820,B,1,H,51,H,51,Relative to compensation for victims of wrongful conviction,Relative to compensation for victims of wrongful conviction. The Judiciary.
7001,1749399,1,MA,21,S2375,B,1,S,52,S,52,Similar Bills,Similar Bills
7002,1737483,1,MA,21,H255,B,1,H,51,H,51,Relative to establishing an online lottery,For legislation to establish an online lottery. Consumer Protection and Professional Licensure.
7003,1736075,1,MA,21,S1287,B,1,S,52,S,52,Providing for pre-service training for members of local boards and commissions,For legislation to provide for pre-service training for members of local boards and commissions. Municipalities and Regional Government.
7004,1740664,1,MA,21,H3173,B,1,H,51,H,51,Relative to ensuring gas safety and consumer fairness,"Relative to ensuring natural gas safety and consumer fairness. Telecommunications, Utilities and Energy."
7005,1737038,1,MA,21,S1594,B,1,S,52,S,52,Relative to the visibility of fire hydrants,For legislation relative to the visibility of fire hydrants. Public Safety and Homeland Security.
7006,1736011,1,MA,21,S542,B,1,S,52,S,52,Establishing safe paint stewardship,For legislation to establish safe paint stewardship. Environment and Natural Resources.
7007,1735849,1,MA,21,S2261,B,1,S,52,S,52,Relative to online driver education,For legislation relative to online driver education. Transportation.
7008,1736618,1,MA,21,S600,B,1,S,52,S,52,Improving access to breast pumps,For legislation to improve access to breast pumps. Financial Services.
7009,1738807,1,MA,21,H1235,B,1,H,51,H,51,Relative to maintenance of certification,For legislation relative to maintenance of certification. Health Care Financing.
7010,1741540,1,MA,21,H1445,B,1,H,51,H,51,Relative to retirement reporting,Relative to retirement reporting. The Judiciary.
7011,1751061,1,MA,21,H3685,B,1,H,51,H,51,Ensuring solar energy access,"Relative to ensuring solar energy access. Telecommunications, Utilities and Energy."
7012,1736093,1,MA,21,S1114,B,1,S,52,S,52,Enhancing access to abortion care,For legislation to enhance access to abortion care. The Judiciary.
7013,1736339,1,MA,21,S1853,B,1,S,52,S,52,Resolve providing for an investigation and study by a special commission relative to a senior state property tax deferral program,Relative to a senior state property tax deferral program. Revenue.
7014,1737573,1,MA,21,H1255,B,1,H,51,H,51,Requiring menstrual products in buildings on public higher education campuses,Relative to requiring menstrual products in buildings on public higher education campuses. Higher Education.
7015,1742842,1,MA,21,H2469,B,1,H,51,H,51,Relative to public hearings of the Group Insurance Commission,Relative to public hearings of the Group Insurance Commission. Public Service.
7016,1884486,2,MA,21,H4874,B,1,H,51,H,51,Relative to the transfer of real property from the Silver Lake regional school district to the town of Kingston,Relative to the transfer of real property from the Silver Lake regional school district to the town of Kingston. Municipalities and Regional Government.
7017,1733967,1,MA,21,S2113,B,1,S,52,S,52,"Relative to energy facilities siting improvement to address environmental justice, climate, and public health","For legislation relative to energy facilities siting reform to address environmental justice, climate, and public health. Telecommunications, Utilities and Energy."
7018,1737054,1,MA,21,S2169,B,1,S,52,S,52,To expand offshore wind development in the Commonwealth,"For legislation to expand offshore wind development in the Commonwealth. Telecommunications, Utilities and Energy."
7019,1702022,1,MA,21,H37,B,1,H,51,H,51,Proposal for a legislative amendment to the Constitution to require reappointment of judges every 5 years,"By Representatives Ramos of Springfield and González of Springfield, a petition of Orlando Ramos and Carlos González for a legislative amendment to the Constitution to require reappointment of judges every five years. The Judiciary."
7020,1738591,1,MA,21,H1014,B,1,H,51,H,51,To improve child and adolescent mental health services,Relative to the definition of licensed mental health professional in the insurance laws. Financial Services.
7021,1742531,1,MA,21,H2701,B,1,H,51,H,51,Extending certain existing sales tax exemptions to veteran's organizations,Relative to certain sales tax exemptions for veterans’ organizations. Revenue.
7022,1741024,1,MA,21,H2382,B,1,H,51,H,51,Relative to firearm dealer licensing,Relative to firearm dealer licensing. Public Safety and Homeland Security.
7023,1738199,1,MA,21,H14,B,1,H,51,H,51,To provide for payment of creditable service,"So much of the recommendations of the Public Employee Retirement Administration Commission (House, No. 8) as relates to provide for payment of creditable service. Public Service."
7024,1736820,1,MA,21,S2026,B,1,S,52,S,52,To promote American manufacturing,For legislation to promote American manufacturing. State Administration and Regulatory Oversight.
7025,1741013,1,MA,21,H3142,B,1,H,51,H,51,Relative to municipal light plants,"Relative to municipal light plants. Telecommunications, Utilities and Energy."
7026,1736137,1,MA,21,S1949,B,1,S,52,S,52,Relative to the taxation of rolling stock,For legislation relative to the taxation of rolling stock. Revenue.
7027,1740250,1,MA,21,H3302,B,1,H,51,H,51,Resolve reviving and continuing the non-emergency human services transportation task force,Relative to reviving and continuing the task force established (under Section 134 of Chapter 24 of the Acts of 2021) on non-emergency human services transportation. Transportation.
7028,1739130,1,MA,21,H139,B,1,H,51,H,51,Relative to funeral assistance,"Relative to funeral assistance. Children, Families and Persons with Disabilities."
7029,1885710,1,MA,21,H4989,B,1,H,51,H,51,Relative to safety and justice,Relative to safety and justice
7030,1738773,1,MA,21,H314,B,1,H,51,H,51,To provide consumer protections at dog day care businesses,Relative to licensing of dog day care businesses. Consumer Protection and Professional Licensure.
7031,1740821,1,MA,21,H1758,B,1,H,51,H,51,To prevent human trafficking and improve the health and safety of sex workers,For legislation to prevent human trafficking and improve the health and safety of sex workers. The Judiciary.
7032,1736895,1,MA,21,S1597,B,1,S,52,S,52,Relative to hazardous material teams,For legislation relative to hazardous material teams. Public Safety and Homeland Security.
7033,1740272,1,MA,21,H2655,B,1,H,51,H,51,Directing the Bristol County Retirement Board to grant creditable service to Michael Cioper,"By Representative Schmid of Westport, a petition of Paul A. Schmid, III and William M. Straus (with the approval of the county commissioners) that the Bristol County Retirement Board grant creditable service to Michael Cioper. Public Service."
7034,1740396,1,MA,21,H1628,B,1,H,51,H,51,Relative to the intimidation of witnesses and interfering with justice,Relative to intimidation in the criminal justice system. The Judiciary.
7035,1740441,1,MA,21,H2767,B,1,H,51,H,51,To further the protection of agricultural land,Relative to the imposition of the sales tax for the keeping of horses as a commercial enterprise. Revenue.
7036,1754391,1,MA,21,H3743,B,1,H,51,H,51,Further defining the purposes of the affordable housing trust in the city of Somerville,For legislation to further regulate the affordable housing trust in the city of Somerville. Housing. [Local Approval Received.]
7037,1733759,1,MA,21,S1105,B,1,S,52,S,52,"Establishing a sick leave bank for Christopher Trigilio, an employee of the trial court","For legislation to establish a sick leave bank for Christopher Trigilio, an employee of the trial court. The Judiciary."
7038,1884492,2,MA,21,H4866,B,1,H,51,H,51,Authorizing the town of Wrentham to grant an additional 7 licenses for the sale of all alcoholic beverages to be drunk on the premises,Authorizing the town of Wrentham to grant an additional 7 licenses for the sale of all alcoholic beverages to be drunk on the premises
7039,1738914,1,MA,21,H164,B,1,H,51,H,51,Establishing a bill of rights for children in foster care,"Relative to establishing a bill of rights for children in foster care. Children, Families and Persons with Disabilities."
7040,1784468,4,MA,21,H4190,B,1,H,51,H,51,Authorizing the town of Weston to grant an additional license for the sale of wines at a food store,Authorizing the town of Weston to grant an additional license for the sale of wines at a food store
7041,1738104,1,MA,21,H830,B,1,H,51,H,51,Relative to waste disposal,Relative to illegally disposing of certain waste. Environment and Natural Resources.
7042,1739001,1,MA,21,H910,B,1,H,51,H,51,Establishing a commission to study dredging needs for recreational boating in Commonwealth waterways,"By Representative Straus of Mattapoisett, a petition of William M. Straus for an investigation by a special commission to study dredging needs for recreational boating in Commonwealth waterways. Environment and Natural Resources."
7043,1742373,1,MA,21,H1661,B,1,H,51,H,51,Resolve establishing a bail reform and pretrial treatment task force,"By Representative Markey of Dartmouth, a petition of Christopher M. Markey for an investigation by special commission (including members of the General Court) to study the legal and regulatory framework governing the bail system. The Judiciary."
7044,1777046,1,MA,21,H46,B,1,H,51,H,51,Relative to an ADA paratransit program riders' bill of rights,Relative to an Americans with Disabilities paratransit program. Transportation.
7045,1736977,1,MA,21,S1299,B,1,S,52,S,52,Enabling cities and towns to stabilize rents and protect tenants,For legislation to enable cities and towns to stabilize rents and protect tenants. Municipalities and Regional Government.
7046,1737030,1,MA,21,S299,B,1,S,52,S,52,Addressing racial and cultural bias training in educator professional development,For legislation to address racial and cultural bias training in educator professional development. Education.
7047,1882629,1,MA,21,H4756,B,1,H,51,H,51,Similar Bills,Similar Bills
7048,1892323,1,MA,21,S2982,B,1,S,52,S,52,Site Information & Links,Site Information & Links
7049,1737117,1,MA,21,S1952,B,1,S,52,S,52,To improve long-term care staffing and dignity for caregivers,"For legislation to improve long-term care staffing and dignity for caregivers through training, tuition reimbursements, tax credits and other programs. Revenue."
7050,1740865,1,MA,21,H1369,B,1,H,51,H,51,Relative to public housing authorities,Relative to public housing authorities. Housing.
7051,1739740,1,MA,21,H1429,B,1,H,51,H,51,Relative to penalties for unlicensed work,"For legislation to increase the penalties for continuing to practice a trade or profession after a certificate, registration, license or authority to do so has been suspended, revoked or cancelled. The Judiciary."
7052,1741974,1,MA,21,H2851,B,1,H,51,H,51,Establishing a fair share transparency and accountability fund,For legislation to establish a fund to be known as the fair share transparency and accountability fund to be used for education and transportation purposes. Revenue.
7053,1794488,4,MA,21,S2537,B,1,S,52,S,52,"Establishing a sick leave bank for Danielle Marie Cruz, an employee of the trial court","For legislation to establish a sick leave bank for Danielle Marie Cruz, an employee of the trial court. The Judiciary."
7054,1881605,1,MA,21,H4703,B,1,H,51,H,51,Similar Bills,Similar Bills
7055,1740916,1,MA,21,H2000,B,1,H,51,H,51,Relative to benzodiazepines and non-benzodiazepine hypnotics,"Relative to benzodiazepines and non-benzodiazepine hypnotics. Mental Health, Substance Use and Recovery."
7056,1741951,1,MA,21,H1963,B,1,H,51,H,51,To promote high value and evidence-based behavioral health care,"For legislation to promote high value and evidence-based behavioral health care. Mental Health, Substance Use and Recovery."
7057,1739375,1,MA,21,H3247,B,1,H,51,H,51,Relative to the position of poet laureate for the Commonwealth of Massachusetts,"For legislation to create the position of poet laureate of the Commonwealth. Tourism, Arts and Cultural Development."
7058,1739211,1,MA,21,H562,B,1,H,51,H,51,Relative to inflation adjustments for education aid,Relative to inflation adjustments for Chapter 70 school aid. Education.
7059,1864974,1,MA,21,H4492,B,1,H,51,H,51,Similar Bills,Similar Bills
7060,1738658,1,MA,21,H2263,B,1,H,51,H,51,Creating an obesity task force,For legislation to establish a task force (including members of the General Court) to examine the impact of obesity in the Commonwealth. Public Health.
7061,1738256,1,MA,21,H1295,B,1,H,51,H,51,Promoting fair housing by preventing discrimination against affordable housing,Relative to preventing discrimination against affordable housing. Housing.
7062,1735826,1,MA,21,S475,B,1,S,52,S,52,Relative to maintaining adequate water supplies through effective drought management,For legislation to maintain adequate water supplies through effective drought management. Environment and Natural Resources.
7063,1736987,1,MA,21,S969,B,1,S,52,S,52,Relative to the collateral consequences of alimony,For legislation relative to the federal tax collateral consequences of alimony. The Judiciary.
7064,1742844,1,MA,21,H1507,B,1,H,51,H,51,Requiring blood testing for a surviving drivers,For legislation to require blood testing for survivors of motor vehicle accidents or collisions resulting in personal injury or death. The Judiciary.
7065,1735689,1,MA,21,S2010,B,1,S,52,S,52,Authorizing the commissioner of capital asset management and maintenance to convey certain land in the town of Brookfield,For legislation to authorize the commissioner of capital asset management and maintenance to convey certain land in the town of Brookfield. State Administration and Regulatory Oversight.
7066,1739722,1,MA,21,H2195,B,1,H,51,H,51,Relative to sexual assault counselor task force,For legislation to establish a sexual assault counselor task force. Public Health.
7067,1778077,1,MA,21,S2446,B,1,S,52,S,52,Authorizing voluntary contributions to the Massachusetts Fire Fighters Academy Trust Fund,For legislation to authorize voluntary contributions to the Massachusetts Fire Fighters Academy Trust Fund. Revenue.
7068,1739392,1,MA,21,H3062,B,1,H,51,H,51,Relative to cyber procurement projects,Relative to the procuring of information technology goods or services by state agencies. State Administration and Regulatory Oversight.
7069,1886998,1,MA,21,H5050,B,1,H,51,H,51,Making appropriations for the fiscal year 2024 to provide for supplementing certain existing appropriations and for certain other activities and projects,"Text of a further amendment, offered by Mr. Michlewitz of Boston, to the Senate amendment (striking out all after the enacting clause and inserting in place thereof the text contained in Senate document numbered 2891) of the House Bill making appropriations for fiscal year 2024 to provide for supplementing certain existing appropriations and for certain other activities and projects (House, No. 4799). September 12, 2024."
7070,1883901,1,MA,21,H4808,B,1,H,51,H,51,Similar Bills,Similar Bills
7071,1741598,1,MA,21,H1683,B,1,H,51,H,51,To stop profiling transgender people and low-income women,Relative to transgender people and low-income women and the penalties for certain offenses. The Judiciary.
7072,1742048,1,MA,21,H2588,B,1,H,51,H,51,To protect gender pay equity,For legislation to protect gender pay equity. Public Service.
7073,1739201,1,MA,21,H359,B,1,H,51,H,51,To end housing discrimination in the Commonwealth,For legislation to further regulate real estate brokers and salespersons. Consumer Protection and Professional Licensure.
7074,1737105,1,MA,21,S221,B,1,S,52,S,52,To promote economic recovery for restaurants and bars,For legislation to promote economic recovery for restaurants and bars. Consumer Protection and Professional Licensure.
7075,1737657,1,MA,21,H781,B,1,H,51,H,51,Relative to bow hunting for deer in Wompatuck State Park,Relative to bow hunting for deer in Wompatuck State Park. Environment and Natural Resources.
7076,1741294,1,MA,21,H1399,B,1,H,51,H,51,Relative to controlling and abusive litigation,Relative to controlling and abusive litigation. The Judiciary.
7077,1750825,1,MA,21,H3598,B,1,H,51,H,51,Relative to universal basic income,"By Representative Montaño of Boston, a petition of Samantha Montaño that the Department of Housing and Community Development establish a pilot program to demonstrate the individual, family, and community economic impacts and state-level cost savings of a universal basic income. Labor and Workforce Development."
7078,1755329,4,MA,21,H3775,B,1,H,51,S,52,"Reorganizing the Lexington Housing Assistance Board, Inc","For legislation to reorganize the Lexington Housing Assistance Board, Inc. in the town of Lexington. Housing. [Local Approval Received.]"
7079,1742473,1,MA,21,H2395,B,1,H,51,H,51,Establishing a primary seat belt law,Relative to establishing a primary seat belt law. Public Safety and Homeland Security.
7080,1735995,1,MA,21,S1738,B,1,S,52,S,52,"Relative to the disability retirement of Casey L'Italien, a police officer in the city known as the town of Randolph","For legislation relative to the disability retirement of Casey L'Italien, a police officer in the city known as the town of Randolph. Public Service. [Local Approval Received.]"
7081,1773488,1,MA,21,H3957,B,1,H,51,H,51,For fair compensation for erroneous felony conviction,Relative to compensation for erroneous felony convictions. The Judiciary.
7082,1773796,1,MA,21,H3969,B,1,H,51,H,51,Authorizing the city of Somerville to appoint an alternate member to the licensing commission,That the city of Somerville be authorized to appoint an alternate member to the licensing commission of said city. Municipalities and Regional Government. [Local Approval Received.]
